,pos,word_en,word_sp,positive,new_negetive ,objective,index,synset,meaning,negative
309,a,चेतावनी,,0.375,0.0,0.625,1,874226,"quick and energetic; ""a brisk walk in the park""; ""a lively gait""; ""a merry chase""; ""traveling at a rattling rate""; ""a snappy pace""; ""a spanking breeze"" ",0.0
314,a,विदेशी,,0.0,0.625,0.375,0,1349927,"not contained in or deriving from the essential nature of something; ""an economic theory alien to the spirit of capitalism""; ""the mysticism so foreign to the French mind and temper""; ""jealousy is foreign to her nature"" ",-0.625
315,a,अलग-थलग,,0.5,0.0,0.5,0,1683908,"socially disoriented; ""anomic loners musing over their fate""; ""we live in an age of rootless alienated people"" ",0.0
317,a,अलगाव की भावना,,0.0,0.75,0.25,0,760783,"causing hostility or loss of friendliness; ""her sudden alienating aloofness"" ",-0.75
318,a,आकार का,,0.0,0.125,0.875,0,2567117,having or resembling wings ,-0.125
319,a,एक जैसे,,0.25,0.0,0.75,0,1410606,"having the same or similar characteristics; ""all politicians are alike""; ""they looked utterly alike""; ""friends are generally alike in background and taste"" ",0.0
320,a,alimental,,0.25,0.0,0.75,0,2557719,"of or providing nourishment; ""good nourishing stew"" ",0.0
321,a,पाचन,,0.25,0.0,0.75,0,2557719,"of or providing nourishment; ""good nourishing stew"" ",0.0
322,a,ज़िंदा,,0.125,0.0,0.875,0,94448,"possessing life; ""the happiest person alive""; ""the nerve is alive""; ""doctors are working hard to keep him alive""; ""burned alive""; ""a live canary"" ",0.0
328,a,क्षारीय प्यार,,0.0,0.25,0.75,0,27074,thriving in a relatively alkaline environment; (especially of plants requiring a pH above 7) ,-0.25
329,a,सब,,0.375,0.0,0.625,1,521584,"completely given to or absorbed by; ""became all attention"" ",0.0
330,a,सब खतम,,0.375,0.0,0.625,0,1003277,"having come or been brought to a conclusion; ""the harvesting was complete""; ""the affair is over, ended, finished""; ""the abruptly terminated interview"" ",0.0
331,a,ठीक है,,0.375,0.0,0.625,0,2081114,"being satisfactory or in satisfactory condition; ""an all-right movie""; ""the passengers were shaken up but are all right""; ""is everything all right?""; ""everything's fine""; ""things are okay""; ""dinner and the movies had been fine""; ""another minute I'd have been fine"" ",0.0
332,a,allantoid,,0.125,0.0,0.875,0,2044642,shaped like a sausage ,0.0
333,a,allargando,,0.25,0.0,0.75,0,2538184,gradually decreasing in tempo and broadening in manner ,0.0
334,a,सभी भक्षण,,0.0,0.125,0.875,0,315254,(of animals) both plant-eating and flesh-eating ,-0.125
335,a,आरोप लगाया,,0.0,0.25,0.75,1,1916555,"doubtful or suspect; ""these so-called experts are no help"" ",-0.25
337,a,सर्वव्यापी,,0.375,0.0,0.625,0,526062,"broad in scope or content; ""across-the-board pay increases""; ""an all-embracing definition""; ""blanket sanctions against human-rights violators""; ""an invention with broad applications""; ""a panoptic study of Soviet nationality""- T.G.Winner; ""granted him wide powers"" ",0.0
338,a,अखिल,,0.375,0.0,0.625,0,526062,"broad in scope or content; ""across-the-board pay increases""; ""an all-embracing definition""; ""blanket sanctions against human-rights violators""; ""an invention with broad applications""; ""a panoptic study of Soviet nationality""- T.G.Winner; ""granted him wide powers"" ",0.0
339,a,एलर्जी,,0.0,0.25,0.75,1,2360944,"having an allergy or peculiar or excessive susceptibility (especially to a specific factor); ""allergic children""; ""hypersensitive to pollen"" ",-0.25
341,a,कम किया,,0.0,0.75,0.25,0,1519465,(of pain or sorrow) made easier to bear ,-0.75
346,a,सभी समावेशी,,0.375,0.0,0.625,0,526062,"broad in scope or content; ""across-the-board pay increases""; ""an all-embracing definition""; ""blanket sanctions against human-rights violators""; ""an invention with broad applications""; ""a panoptic study of Soviet nationality""- T.G.Winner; ""granted him wide powers"" ",0.0
347,a,सब जानते हुए भी,,0.5,0.0,0.5,0,2569454,infinitely wise ,0.0
348,a,सभी या कोई नहीं,,0.0,0.25,0.75,0,521692,occurring completely or not occurring at all ,-0.25
349,a,सभी या कुछ भी नहीं,,0.0,0.25,0.75,0,521692,occurring completely or not occurring at all ,-0.25
350,a,बहुरूपी,,0.375,0.0,0.625,0,2613683,"of or related to or exhibiting allotropism; ""carbon and sulfur and phosphorus are allotropic elements"" ",0.0
351,a,allotropical,,0.375,0.0,0.625,0,2613683,"of or related to or exhibiting allotropism; ""carbon and sulfur and phosphorus are allotropic elements"" ",0.0
352,a,सब बाहर जाएं,,0.0,0.25,0.75,0,521811,"using all available resources; ""all-out war""; ""a full-scale campaign against nuclear power plants"" ",-0.25
354,a,सर्वशक्तिमान,,0.125,0.0,0.875,0,1826186,having unlimited power ,0.0
355,a,सभी उद्देश्य,,0.0,0.75,0.25,0,1102058,not limited in use or function ,-0.75
356,a,मनोहर,,0.5,0.0,0.5,0,2097480,"highly attractive and able to arouse hope or desire; ""an alluring prospect""; ""her alluring smile""; ""the voice was low and beguiling""; ""difficult to say no to an enticing advertisement""; ""a tempting invitation"" ",0.0
357,a,सभी विजयी,,0.0,0.5,0.5,0,570512,never having lost ,-0.5
358,a,सभी मौसम,,0.0,0.25,0.75,0,2003023,"usable or operative or practiced in all kinds of weather; ""a good all-weather road""; ""all-weather flying"" ",-0.25
359,a,सर्वशक्तिमान,,0.125,0.0,0.875,0,1826186,having unlimited power ,0.0
360,a,बादाम आंखों,,0.25,0.0,0.75,0,953731,having almond-shaped eyes ,0.0
361,a,बादाम के सुगंधित,,0.0,0.25,0.75,0,1055767,smelling of almond ,-0.25
362,a,बादाम के आकार का,,0.125,0.0,0.875,0,2044736,shaped like an almond ,0.0
363,a,अकेला,,0.375,0.0,0.625,3,505853,"radically distinctive and without equal; ""he is alone in the field of microbiology""; ""this theory is altogether alone in its penetration of the problem""; ""Bach was unique in his handling of counterpoint""; ""craftsmen whose skill is unequaled""; ""unparalleled athletic ability""; ""a breakdown of law unparalleled in our history"" ",0.0
364,a,अलग,,0.25,0.0,0.75,0,1987646,"remote in manner; ""stood apart with aloof dignity""; ""a distant smile""; ""he was upstage with strangers"" ",0.0
365,a,alpestrine,,0.5,0.0,0.5,0,1219279,growing at high altitudes ,0.0
366,a,अल्फा,,0.25,0.0,0.75,0,1276482,"first in order of importance; ""the alpha male in the group of chimpanzees""; ""the alpha star in a constellation is the brightest or main star"" ",0.0
367,a,परिवर्तन के योग्य,,0.5,0.0,0.5,0,349295,"capable of being changed or altered in some characteristic; ""alterable clothing""; ""alterable conditions of employment"" ",0.0
368,a,बदलने की शक्तिवाला,,0.875,0.0,0.125,0,1165943,"tending to cure or restore to health; ""curative powers of herbal remedies""; ""her gentle healing hand""; ""remedial surgery""; ""a sanative environment of mountains and fresh air""; ""a therapeutic agent""; ""therapeutic diets"" ",0.0
369,a,बदल,,0.0,0.125,0.875,0,352127,"changed in form or character without becoming something else; ""the altered policy promised success""; ""following an altered course we soon found ourselves back in civilization""; ""he looked...with clouded eyes and with an altered manner of breathing""- Charles Dickens ",-0.125
370,a,वैकल्पिक,,0.125,0.0,0.875,1,1853934,"serving or used in place of another; ""an alternative plan"" ",0.0
371,a,विकल्प,,0.125,0.0,0.875,0,1853934,"serving or used in place of another; ""an alternative plan"" ",0.0
374,a,Altissimo,,0.5,0.0,0.5,0,1213721,very high ,0.0
375,a,altitudinous,,0.5,0.0,0.5,0,1205131,indefinitely high; lofty ,0.0
376,a,परोपकारी,,0.875,0.0,0.125,0,101609,showing unselfish concern for the welfare of others ,0.0
377,a,amalgamative,,0.0,0.625,0.375,0,2615587,characterized by or tending toward amalgamation ,-0.625
378,a,न मुरझानेवाला,,0.0,0.25,0.75,1,1558086,of an imaginary flower that never fades ,-0.25
379,a,प्रेमशील,,0.75,0.0,0.25,0,1465061,"inclined toward or displaying love; ""feeling amorous"" ",0.0
380,a,amaurotic,,0.0,0.25,0.75,0,2615804,pertaining to blindness caused by amaurosis ,-0.25
381,a,ambagious,,0.375,0.0,0.625,0,767626,"roundabout and unnecessarily wordy; ""had a preference for circumlocutious (or circumlocutory) rather than forthright expression""; ""A periphrastic study in a worn-out poetical fashion,/ Leaving one still with the intolerable wrestle/ With words and meanings.""-T.S.Eliot; (`ambagious' is archaic) ",0.0
382,a,कपटी,,0.125,0.0,0.875,0,2029752,"equally skillful with each hand; ""an ambidextrous surgeon"" ",0.0
384,a,व्यापक,,0.375,0.0,0.625,0,447753,"completely enveloping; ""the ambient air""; ""ambient sound""; ""the ambient temperature"" ",0.0
385,a,अस्पष्ट,,0.125,0.0,0.875,1,102201,"having more than one possible meaning; ""ambiguous words""; ""frustrated by ambiguous instructions, the parents were unable to assemble the toy"" ",0.0
387,a,उभयभावी,,0.0,0.625,0.375,0,337841,"uncertain or unable to decide about what course to follow; ""was ambivalent about having children"" ",-0.625
388,a,ambiversive,,0.0,0.25,0.75,0,1351922,intermediate between introversive and extroversive ,-0.25
389,a,दिव्य,,0.375,0.0,0.625,1,1179241,worthy of the gods ,0.0
390,a,अम्ब्रोसियन,,0.375,0.0,0.625,2,1179241,worthy of the gods ,0.0
391,a,ameban,,0.0,0.125,0.875,0,3040974,"pertaining to or resembling amoebae; ""amoebic dysentery"" ",-0.125
392,a,अमीबी,,0.0,0.125,0.875,0,3040974,"pertaining to or resembling amoebae; ""amoebic dysentery"" ",-0.125
394,a,amebous,,0.0,0.125,0.875,0,3040974,"pertaining to or resembling amoebae; ""amoebic dysentery"" ",-0.125
395,a,वश्य,,0.5,0.0,0.5,0,696828,"disposed or willing to comply; ""someone amenable to persuasion"" ",0.0
397,a,शोधने योग्य,,0.5,0.0,0.5,0,635078,"capable of being corrected by additions; ""an amendable flaw"" ",0.0
398,a,संशोधन,,0.5,0.0,0.5,1,230843,"modified for the better; ""his amended ways"" ",0.0
399,a,amerciable,,0.0,0.125,0.875,0,1402343,of a crime or misdemeanor; punishable by a fine set by a judge ,-0.125
400,a,बिल्लौर,,0.0,0.125,0.875,0,369732,of a moderate purple color ,-0.125
402,a,सुशील,,0.625,0.0,0.375,1,1075178,"diffusing warmth and friendliness; ""an affable smile""; ""an amiable gathering""; ""cordial relations""; ""a cordial greeting""; ""a genial host"" ",0.0
404,a,मैत्रीपूर्ण,,0.875,0.0,0.125,0,1246579,characterized by friendship and good will ,0.0
405,a,अनुचित,,0.0,0.75,0.25,0,1092371,"not functioning properly; ""something is amiss""; ""has gone completely haywire""; ""something is wrong with the engine"" ",-0.75
406,a,अमोनिया,,0.0,0.25,0.75,0,3132715,"combined or treated with ammonia; ""ammoniated mercury"" ",-0.25
409,a,amoeban,,0.0,0.125,0.875,0,3040974,"pertaining to or resembling amoebae; ""amoebic dysentery"" ",-0.125
410,a,अमीबा,,0.0,0.125,0.875,0,3040974,"pertaining to or resembling amoebae; ""amoebic dysentery"" ",-0.125
411,a,अमीबीय,,0.0,0.125,0.875,0,2616480,like an amoeba (especially in having a variable irregular shape) ,-0.125
413,a,amoristic,,0.5,0.0,0.5,0,2618361,of or pertaining to romantic love ,0.0
414,a,रसिक,,0.75,0.0,0.25,0,1465061,"inclined toward or displaying love; ""feeling amorous"" ",0.0
415,a,amort,,0.375,0.0,0.625,0,703366,utterly cast down ,0.0
419,a,amphistylar,,0.375,0.0,0.625,1,139492,marked by columniation having free columns in porticoes either at both ends or at both sides of a structure ,0.0
420,a,उभयधर्मी,,0.5,0.0,0.5,0,26515,having characteristics of both an acid and a base and capable of reacting as either ,0.0
421,a,प्रचुर,,0.125,0.0,0.875,1,14490,"affording an abundant supply; ""had ample food for the party""; ""copious provisions""; ""food is plentiful""; ""a plenteous grape harvest""; ""a rich supply"" ",0.0
422,a,खुश,,0.0,0.125,0.875,0,1805355,"pleasantly occupied; ""We are not amused"" -Queen Victoria ",-0.125
423,a,मनोरंजक,,0.5,0.0,0.5,0,1344485,"providing enjoyment; pleasantly entertaining; ""an amusing speaker""; ""a diverting story"" ",0.0
430,a,उपचय,,0.5,0.0,0.5,1,107648,"characterized by or promoting constructive metabolism; ""some athletes take anabolic steroids to increase muscle size temporarily"" ",0.0
432,a,रक्तहीनता से पीड़ित,,0.0,0.25,0.75,0,3041331,relating to anemia or suffering from anemia ,-0.25
433,a,अवायवीय,,0.0,0.25,0.75,1,69427,"not aerobic; ""isometric exercises are anaerobic"" ",-0.25
438,a,अलंकारिक,,0.0,0.5,0.5,0,1419462,"expressing, composed of, or based on an analogy; ""the analogical use of a metaphor"" ",-0.5
439,a,अनुरूप,,0.0,0.5,0.5,1,1221290,"corresponding in function but not in evolutionary origin; ""the wings of a bee and those of a hummingbird are analogous"" ",-0.5
440,a,analphabetic,,0.0,0.125,0.875,1,101152,"not alphabetic; ""an analphabetic arrangement of letters""; ""Jesperson's system of phonetic transcription is analphabetic"" ",-0.125
441,a,विश्लेषणात्मक,,0.125,0.0,0.875,3,110853,"of a proposition that is necessarily true independent of fact or experience; ""`all spinsters are unmarried' is an analytic proposition"" ",0.0
443,a,विश्लेषणात्मक,,0.125,0.0,0.875,1,110853,"of a proposition that is necessarily true independent of fact or experience; ""`all spinsters are unmarried' is an analytic proposition"" ",0.0
445,a,विश्लेषण किया,,0.125,0.0,0.875,0,416765,"examined carefully and methodically; broken down for consideration of constituent parts; ""the analyzed data indicated surprising trends""; ""a carefully analyzed poem can be like a dead butterfly pinned to a board"" ",0.0
446,a,anapaestic,,0.0,0.375,0.625,0,2938689,(of a metric foot) characterized by two short syllables followed by a long one ,-0.375
447,a,anapestic,,0.0,0.375,0.625,0,2938689,(of a metric foot) characterized by two short syllables followed by a long one ,-0.375
